"settlement_id","lon","lat","type","settlement_score","capacity","sacred_tier","continent","source","coastal","on_river","population","coast_dist_km","is_port","degree","component","in_giant","from_junction","population_initial","hinterland_local","hinterland_regional","centrality_betweenness","accessibility","name_community","name","inkarnate"
"614",34.845,36.945,"permanent",0.175543457269669,54.1950836181641,7,"Salmon","sacred",0,0,4475.61724915115,77.8796825442177,FALSE,30,1,TRUE,FALSE,1626,435848.983181,1977146.87041473,0.000171996797886775,54.915213218101,40,"Vaeshxaib",NA
"615",10.515,50.385,"permanent",0.196142107248306,52.9878044128418,7,"Salmon","sacred",0,0,6090.11392920359,139.84530049464,FALSE,6,1,TRUE,FALSE,1590,483929.138500214,4260218.66352892,0.000722492721987349,29.850818044925,41,"Vonigan",NA
"616",65.445,45.975,"permanent",0.123083710670471,25.574369430542,7,"Salmon","sacred",1,0,3080.07509008399,0.592821833326812,TRUE,23,1,TRUE,FALSE,767,264971.077827454,2519759.60198641,7.3257895396219e-05,25.7090541888578,42,"Teimrepau",NA
"617",12.185,52.845,"permanent",0.195601731538773,52.6367263793945,9,"Salmon","sacred",0,0,4934.90533292017,96.8181166401897,FALSE,3,1,TRUE,FALSE,1579,537100.955055237,3751786.14281607,0,26.3936702493128,41,"Voganga",NA
"618",47.645,46.815,"permanent",0.617363393306732,185.403396606445,0,"Salmon","confluence",0,1,8517.09355642681,297.734307467248,FALSE,25,1,TRUE,FALSE,5562,604446.90442276,2905720.31870651,3.98140735849017e-05,44.9029980841652,43,"Sukhetu",NA
"619",15.705,44.325,"permanent",0.646498143672943,190.786331176758,0,"Salmon","confluence",0,1,18270.269245018,560.989754161612,FALSE,22,1,TRUE,FALSE,5724,1615929.41555786,10777179.6840286,0.00110488477984056,52.9595360306151,41,"Zeihogig",NA
"620",13.035,42.595,"permanent",0.650277078151703,190.978515625,0,"Salmon","confluence",0,1,21889.6329329912,477.055547359083,FALSE,21,1,TRUE,FALSE,5729,1589005.40583801,11416558.95327,0.00418844054113165,51.5436495886155,41,"Gavoveing",NA
"621",30.375,40.465,"permanent",0.614423036575317,188.172637939453,0,"Salmon","confluence",0,1,12836.549055837,151.914971049118,FALSE,33,1,TRUE,FALSE,5645,1434928.90748596,4673143.50701904,0.000743726894565963,77.4925658171791,44,"Fughhifih",NA
"622",17.675,43.365,"permanent",0.598523259162903,182.799209594727,0,"Salmon","confluence",0,1,18204.8380024892,534.455716927639,FALSE,28,1,TRUE,FALSE,5484,1509067.94390869,9114980.72831345,0.0022894229856278,56.3684982324147,41,"Hovogaum",NA
"623",10.095,39.245,"permanent",0.671949744224548,192.084213256836,0,"Salmon","confluence",0,1,25011.2751855868,143.515514843779,FALSE,36,1,TRUE,FALSE,5763,1526700.82099915,10066852.0064697,0.0140262326968036,60.2032745447262,41,"Gaumganga",NA
"624",52.335,39.015,"permanent",0.603626310825348,185.991744995117,0,"Salmon","confluence",0,1,14942.3660573628,331.370374199622,FALSE,29,1,TRUE,FALSE,5580,1403369.94870377,5126614.53211212,0.00231558651969788,75.6686498490555,39,"Waweipe",NA
"625",60.545,37.035,"permanent",0.603460311889648,185.762619018555,0,"Salmon","confluence",0,1,17517.3459474,107.088168825912,FALSE,22,1,TRUE,FALSE,5573,1113196.30114365,4949582.92650986,0.0135773068982041,49.2019689777015,39,"Danweiwe",NA
"626",7.72499999999998,48.905,"permanent",0.196511939167976,42.8375358581543,0,"Salmon","confluence",0,1,4966.4217351857,262.90287560439,FALSE,12,1,TRUE,FALSE,1285,401522.788951874,3581654.59585953,0.000342047129953844,34.2892509564925,41,"Honi",NA
"627",39.905,39.665,"permanent",0.643671810626984,217.586334228516,0,"Salmon","score",1,0,11443.154563467,0.410393130194027,TRUE,53,1,TRUE,FALSE,6528,458051.195962429,2921252.89984941,0.00144781666698518,54.6951942096026,45,"Tsanikhof",NA
"628",61.565,47.105,"permanent",0.227206543087959,57.1430053710938,0,"Salmon","score",1,0,5525.48397896659,6.95409657622315,TRUE,24,1,TRUE,FALSE,1714,508821.102085114,3163731.26028156,0.000721961867672883,28.5742078533671,42,"Auphtein",NA
"629",11.845,36.915,"permanent",0.661825597286224,195.840301513672,0,"Salmon","score",1,0,24241.1579053365,0.434923281312816,TRUE,38,1,TRUE,FALSE,5875,1366750.68204689,8717615.95947266,0.0148501185928539,67.3869791682721,41,"Tsavauhau",NA
"630",3.23499999999997,42.315,"permanent",0.516424536705017,165.379730224609,0,"Salmon","score",1,0,9972.46272004989,4.42839118163041,TRUE,24,1,TRUE,FALSE,4961,1034803.4428997,4339451.50893784,0.000155009459823884,48.9077715356455,41,"Nachganvo",NA
"631",61.965,37.255,"permanent",0.619777143001556,188.390731811523,0,"Salmon","score",1,0,15261.7793692381,3.02613690715093,TRUE,31,1,TRUE,FALSE,5652,989974.946809769,4939673.18072271,0.00505426392802465,47.1219914345931,39,"Danwamwe",NA
"632",37.805,35.845,"permanent",0.666868150234222,223.681076049805,0,"Salmon","score",1,0,10499.8278379391,0.428726734059683,TRUE,42,1,TRUE,FALSE,6710,426568.617569923,2802021.96562719,0.000721961867672883,50.5614365799121,40,"Theshipxe",NA
"633",66.705,34.095,"permanent",0.673045575618744,220.561508178711,0,"Salmon","score",1,0,7736.66021264692,0.575465030756313,TRUE,35,1,TRUE,FALSE,6617,219978.498639107,1576471.32092953,0.000726815392833709,32.088929426592,39,"Wedanrip",NA
"634",63.355,48.265,"permanent",0.209302634000778,54.9466781616211,0,"Salmon","score",1,0,5507.03210164205,4.72701959852847,TRUE,22,1,TRUE,FALSE,1648,491597.589967728,3412367.29729176,0.000721961867672883,25.406363018905,42,"Phonheath",NA
"635",56.915,41.915,"permanent",0.646588146686554,193.002990722656,0,"Salmon","score",1,0,11663.7446629589,4.22609113213799,TRUE,37,1,TRUE,FALSE,5790,516525.493838787,3842614.50453901,0.0014623266849139,41.0496770843642,39,"Theiwampe",NA
"636",61.325,40.005,"permanent",0.703913152217865,226.542984008789,0,"Salmon","score",1,0,10163.8419475367,0.390527079342953,TRUE,32,1,TRUE,FALSE,6796,235692.538249016,2033213.59969378,0.00355300792671662,38.0163445437648,39,"Sauripdan",NA
"637",64.155,36.685,"permanent",0.213966518640518,57.8291130065918,0,"Salmon","score",1,0,5749.63258867361,1.70573537574057,TRUE,32,1,TRUE,FALSE,1735,428494.71808815,2145345.83295631,0.00285493450319468,38.1027474630159,39,"Wedanthei",NA
"638",66.555,37.855,"permanent",0.663216292858124,220.003540039062,0,"Salmon","score",1,0,9007.33837079973,0.565242170082405,TRUE,34,1,TRUE,FALSE,6600,330396.955708027,2224844.25036287,0.000726208702188606,35.3636056600896,39,"Wasmawei",NA
"639",3.57499999999997,39.265,"permanent",0.599810481071472,198.788589477539,0,"Salmon","score",1,0,8508.69300783822,0.427351698740149,TRUE,27,1,TRUE,FALSE,5964,121942.033721924,2171987.74110079,0.000393893901333294,48.2000940068472,41,"Haugiggan",NA
"640",55.385,37.155,"permanent",0.205017074942589,57.1267776489258,0,"Salmon","score",1,0,4985.67372207786,6.24052115970338,TRUE,43,1,TRUE,FALSE,1714,427975.729453087,2328084.41215372,0.000495640978272487,41.3489685951289,39,"Smadegh",NA
"641",33.155,36.835,"permanent",0.64146476984024,214.59782409668,0,"Salmon","score",1,0,16085.1570917401,0.568146967002191,TRUE,40,1,TRUE,FALSE,6438,225626.245101929,4630504.92044258,0.00448890408311904,61.1839398336693,40,"Xevaeshsu",NA
"642",48.995,35.345,"permanent",0.637367069721222,210.916030883789,0,"Salmon","score",1,0,11290.7262330573,0.423802635471047,TRUE,56,1,TRUE,FALSE,6327,134620.965884209,2258640.06211758,0.00460321471216727,44.3800383539085,39,"Wamwedegh",NA
"643",38.305,51.505,"permanent",0.218264549970627,55.5677185058594,0,"Salmon","score",1,0,4097.22795412364,3.62155007445905,TRUE,22,1,TRUE,FALSE,1667,356783.580282688,2070513.85481977,1.69873380628914e-05,32.3436337221981,44,"Uffih",NA
"644",66.315,36.555,"permanent",0.69514924287796,228.744094848633,0,"Salmon","score",1,0,9592.09242000126,0.40430293478347,TRUE,33,1,TRUE,FALSE,6862,442756.207048416,2496558.29284668,0.00075434398085527,34.2433349356548,39,"Sauwawe",NA
"645",60.265,46.115,"permanent",0.209137141704559,44.9709663391113,0,"Salmon","score",1,0,4866.91106595808,3.22203377910579,TRUE,28,1,TRUE,FALSE,1349,402241.183549881,2490396.64428806,0.00141525760236464,30.8410350838639,42,"Renumgho",NA
"646",40.285,35.275,"permanent",0.596331834793091,183.980941772461,0,"Salmon","score",1,0,5037.06226274952,8.81880379711054,TRUE,53,1,TRUE,FALSE,5519,322794.405546188,1007631.98247051,0.0719052786029613,51.184555508043,40,"Naexaib",NA
"647",61.435,32.885,"permanent",0.690460383892059,225.082473754883,0,"Salmon","score",1,0,7943.16388650935,0.578517484447919,TRUE,45,1,TRUE,FALSE,6752,207189.607467651,1588980.23348951,0.00499718444983118,35.537842837779,39,"Wasmadegh",NA
"648",49.825,34.415,"permanent",0.213892310857773,57.5135612487793,0,"Salmon","score",1,0,3207.14235262401,2.13766548546559,TRUE,56,1,TRUE,FALSE,1725,200395.999598026,641567.447576523,0.0243821386633938,47.3686337239557,39,"Saupaun",NA
"649",67.985,39.855,"permanent",0.675252497196198,219.352737426758,0,"Salmon","score",1,0,6122.70379333511,0.384474749867506,TRUE,32,1,TRUE,FALSE,6581,193606.609855175,1224808.07840586,9.23686507169718e-05,29.3635171682686,39,"Smadeghwe",NA
"650",67.205,33.285,"permanent",0.207256212830544,56.2109413146973,0,"Salmon","score",1,0,1143.74008341771,2.0351977038549,TRUE,35,1,TRUE,FALSE,1686,198394.947690964,228796.162999153,2.12341725786142e-06,39.3685787251553,39,"Wesauydra",NA
"651",40.235,50.655,"permanent",0.584814131259918,196.235458374023,0,"Salmon","score",1,0,10312.3239672731,0.345970227370336,TRUE,24,1,TRUE,FALSE,5887,214729.028021812,3240593.44775105,0.00121247125423887,31.3110620826584,44,"Zagigla",NA
"652",2.36499999999998,41.465,"permanent",0.491843611001968,160.320373535156,0,"Salmon","score",1,0,13059.3821829477,5.4433368032712,TRUE,25,1,TRUE,FALSE,4810,839154.908790588,2612449.10813189,0.0175259782406356,50.7676226231419,41,"Nachvauvo",NA
"653",41.415,39.095,"permanent",0.706993460655212,232.278137207031,0,"Salmon","score",1,0,12665.4110307343,0.561607632626779,TRUE,52,1,TRUE,FALSE,6968,402203.698881149,2533637.53512335,0.0251561840531414,53.666769017537,45,"Achaefakh",NA
"654",36.535,34.815,"permanent",0.686739027500153,223.972381591797,0,"Salmon","score",1,0,4693.04187629218,0.433587271102794,TRUE,44,1,TRUE,FALSE,6719,146861.135370731,938812.761440277,4.35300537861591e-05,53.6309625972296,40,"Sunae",NA
"655",58.935,33.525,"permanent",0.69282990694046,226.04606628418,0,"Salmon","score",1,0,8034.45958927624,0.576924667263404,TRUE,48,1,TRUE,FALSE,6781,216293.672357559,1607243.39286947,0.00847048839304737,38.1217655737811,39,"Pedpethei",NA
"656",57.655,45.815,"permanent",0.208723738789558,55.8458938598633,0,"Salmon","score",1,0,6017.61776884568,4.26460173393956,TRUE,33,1,TRUE,FALSE,1675,472692.721746922,3844265.72465754,0.000722492721987349,31.5096163318815,42,"Upveiphon",NA
"657",64.695,40.645,"permanent",0.648829162120819,214.776931762695,0,"Salmon","score",1,0,10733.1340844412,0.383567502106765,TRUE,33,1,TRUE,FALSE,6443,260632.181444168,3037197.3777256,0.00142268956276715,33.3807579623399,39,"Watheiwei",NA
"658",35.165,35.665,"permanent",0.228772431612015,58.95654296875,0,"Salmon","score",1,0,3283.63137484361,0.443801827848438,TRUE,42,1,TRUE,FALSE,1769,294418.758283615,656868.619058609,0.0724446265864581,58.6893773826066,40,"Thexefub",NA
"659",43.255,37.985,"permanent",0.688791036605835,226.790603637695,0,"Salmon","score",1,0,9486.35227398089,0.564867346247658,TRUE,54,1,TRUE,FALSE,6804,231653.348056316,1897685.84196329,0.0452999220705866,50.9347162404393,45,"Offanchae",NA
"660",53.715,36.175,"permanent",0.58608204126358,182.768783569336,0,"Salmon","score",0,1,16148.2159486182,86.4186842222028,FALSE,24,1,TRUE,FALSE,5483,736300.858818054,4622100.20887804,0.0103293632508669,46.9277735250197,39,"Dansaudpe",NA
"661",36.315,43.385,"permanent",0.594189882278442,184.048629760742,0,"Salmon","score",0,1,11831.5884671172,495.78128129297,FALSE,32,1,TRUE,FALSE,5521,1081612.79632568,6040577.57624054,0,57.5406048094326,44,"Ghautgi",NA
"662",36.065,48.485,"permanent",0.615789294242859,184.443557739258,0,"Salmon","score",0,1,11915.5925287799,279.555134273589,FALSE,19,1,TRUE,FALSE,5533,490477.329460144,4021372.25194168,0.0019583215660627,38.0782014689674,44,"Kiiggi",NA
"663",19.455,44.545,"permanent",0.57039350271225,177.247268676758,0,"Salmon","score",0,1,14949.9472938478,496.154615705978,FALSE,28,1,TRUE,FALSE,5317,1363294.65821075,8309463.53898621,0.000762837649886716,47.5718854835235,41,"Zeigaumga",NA
"664",33.825,45.475,"permanent",0.593019604682922,181.857345581055,0,"Salmon","score",0,1,15092.6893992597,569.686108244118,FALSE,27,1,TRUE,FALSE,5456,969885.392307281,4360167.13461304,0.00482493486417562,72.5616696034769,44,"Ligheizag",NA
"665",54.375,39.965,"permanent",0.615623831748962,188.186370849609,0,"Salmon","score",0,1,19183.6146561293,232.48548342786,FALSE,30,1,TRUE,FALSE,5646,1178208.49808121,5422439.7045517,0.0166507764275203,55.5631047133305,39,"Saudanwa",NA
"666",30.925,41.545,"permanent",0.617458164691925,188.746566772461,0,"Salmon","score",0,1,21530.3739732263,268.505281245179,FALSE,29,1,TRUE,FALSE,5662,1474615.24201584,6097059.49808121,0.0200604536893313,72.1065042693967,44,"Fihlaheig",NA
"667",34.715,44.175,"permanent",0.596882164478302,184.068832397461,0,"Salmon","score",0,1,11033.6128071475,636.913385755256,FALSE,29,1,TRUE,FALSE,5522,1245628.95921326,3506516.23748779,0.000756821300989442,66.1653141536386,44,"Higiigesh",NA
"668",30.755,48.365,"permanent",0.619517683982849,185.120147705078,0,"Salmon","score",0,1,9781.73179780828,394.710023935541,FALSE,16,1,TRUE,FALSE,5554,589638.488986969,4447944.16145706,0,37.5256741639835,44,"Ufutkiesh",NA
"669",45.755,42.395,"permanent",0.603060364723206,185.780944824219,0,"Salmon","score",0,1,16837.7067359147,370.027002089033,FALSE,32,1,TRUE,FALSE,5573,1327722.74180984,4848646.95817184,0.00828557414017527,64.0430600220199,43,"Uysaengtu",NA
"670",45.375,43.345,"permanent",0.585516571998596,181.941253662109,0,"Salmon","score",0,1,12402.3324772795,394.717101683116,FALSE,33,1,TRUE,FALSE,5458,1075799.92144012,4030504.03029633,0.0016456483748426,59.5130155640156,43,"Tebautkhe",NA
"671",50.505,40.795,"permanent",0.631477355957031,191.410598754883,0,"Salmon","score",0,1,26379.4860637619,507.185941706371,FALSE,30,1,TRUE,FALSE,5742,1470291.52140045,8495627.49557495,0.0345554307458078,61.0349953210835,39,"Wamtheiwa",NA
"672",49.975,46.735,"permanent",0.604101717472076,182.774185180664,0,"Salmon","score",0,1,8809.63487415175,296.785777023895,FALSE,19,1,TRUE,FALSE,5483,535665.984657288,3431733.55340958,0,40.0217903979239,43,"Autvauysu",NA
"673",19.685,40.405,"permanent",0.586907088756561,182.18293762207,0,"Salmon","score",0,1,20047.0882554053,157.864428853561,FALSE,34,1,TRUE,FALSE,5465,1451894.91940308,9995654.0099144,0.00343978428507423,58.6301605369331,41,"Tsavauho",NA
"674",48.185,43.525,"permanent",0.596597373485565,183.791763305664,0,"Salmon","score",0,1,15628.9033141452,500.677748139753,FALSE,30,1,TRUE,FALSE,5514,1290937.65576553,6707443.19956207,0.00228108098925763,49.1868153913143,43,"Uyauyvush",NA
"675",52.255,39.965,"permanent",0.614112555980682,187.959732055664,0,"Salmon","score",0,1,18954.5669084153,379.492629814383,FALSE,32,1,TRUE,FALSE,5639,1438311.376091,3872353.91950989,0.0278786990813389,81.3070738072256,39,"Danpaunwe",NA
"676",8.00499999999998,43.665,"permanent",0.549557566642761,171.97509765625,0,"Salmon","score",0,0,18443.4625428128,139.794974177407,FALSE,21,1,TRUE,FALSE,5159,1328122.93338013,7614255.5845027,0.00731464159901813,45.1377238671082,41,"Ganniho",NA
"677",35.015,45.065,"permanent",0.554011642932892,174.768081665039,0,"Salmon","score",0,0,9328.70188174458,556.59854280757,FALSE,26,1,TRUE,FALSE,5243,791511.435626984,2411515.3778801,0.000735764079848983,71.5247598353373,44,"Fihutei",NA
"678",11.205,40.615,"permanent",0.567801892757416,176.808990478516,0,"Salmon","score",0,0,12193.7577822818,316.813068496336,FALSE,28,1,TRUE,FALSE,5304,1442551.31613159,6598880.1441803,2.22958812075449e-05,58.7783425341423,41,"Tsaganga",NA
"679",48.385,45.925,"permanent",0.555888056755066,174.103332519531,0,"Salmon","score",0,0,10060.5516127176,373.478657004262,FALSE,23,1,TRUE,FALSE,5223,740053.096035004,3516449.91565323,0.000692764880377289,43.6899828507956,43,"Vouyphau",NA
"680",32.465,42.365,"permanent",0.498989850282669,165.261795043945,0,"Salmon","score",0,0,12341.094111368,397.861799613497,FALSE,26,1,TRUE,FALSE,4958,1291395.40381241,5288969.16464233,0.000756467398113131,60.7265638538024,44,"Heiggiki",NA
"681",29.305,39.655,"permanent",0.538357317447662,173.248382568359,0,"Salmon","score",0,0,21700.0066394848,40.216448186072,TRUE,33,1,TRUE,FALSE,5197,1304167.97601128,6438986.24854088,0.0256131898186389,65.9936109056476,44,"Lighfihig",NA
"682",43.465,41.915,"permanent",0.532924652099609,172.032379150391,0,"Salmon","score",0,0,16681.846372128,206.131389832148,FALSE,34,1,TRUE,FALSE,5161,954718.835834503,5278081.96560669,0.00884456373330729,55.7110263386741,43,"Auythozuy",NA
"683",47.165,39.005,"permanent",0.579963564872742,181.55419921875,0,"Salmon","score",0,0,21959.1175507832,221.764919449072,FALSE,28,1,TRUE,FALSE,5447,1005843.37068558,5762210.00778961,0.0445041714532031,49.7652503966563,39,"Wadanwei",NA
"684",31.965,44.105,"permanent",0.608422458171844,186.008331298828,0,"Salmon","score",0,0,22271.2724268662,543.607505178825,FALSE,28,1,TRUE,FALSE,5580,1561458.97821045,7776650.95147324,0.0140136691446946,65.578068837781,44,"Kigiuf",NA
"685",29.805,44.985,"permanent",0.501818716526031,164.271362304688,0,"Salmon","score",0,0,10668.3030512311,548.352992852452,FALSE,23,1,TRUE,FALSE,4928,717957.834320068,5417411.11878586,0,55.0873482780882,44,"Eigiigor",NA
"686",56.815,39.165,"permanent",0.585449159145355,182.252716064453,0,"Salmon","score",0,0,19448.4721517553,54.5340390051002,FALSE,34,1,TRUE,FALSE,5468,1229604.35682297,6237828.1626544,0.0156177339315708,47.5179712593382,39,"Wampaunpe",NA
"687",28.205,41.585,"permanent",0.525395393371582,170.493453979492,0,"Salmon","score",0,0,11028.0306058964,240.013298270793,FALSE,30,1,TRUE,FALSE,5115,910471.582523346,5496567.54437256,0,59.1403396662912,44,"Lagikiuno",NA
"688",12.215,38.305,"permanent",0.479380697011948,160.56982421875,0,"Salmon","score",0,0,12291.8915288124,105.140856417756,FALSE,37,1,TRUE,FALSE,4817,1095274.35531616,5473480.33433914,0.000703381966666596,60.99293477456,41,"Zeihauho",NA
"689",56.065,43.385,"permanent",0.203519433736801,56.0381622314453,0,"Salmon","score",0,0,8014.34481870025,178.292904007198,FALSE,28,1,TRUE,FALSE,1681,465290.855548859,3113184.01715851,0.0113910718797976,39.3964520451006,39,"Sauripwa",NA
"690",11.165,41.415,"permanent",0.537516891956329,170.643585205078,0,"Salmon","score",0,0,12229.9613032412,384.072144285028,FALSE,24,1,TRUE,FALSE,5119,1233404.81086731,4564830.13807678,0.00126555668568541,56.078581087363,41,"Zeitshoni",NA
"691",54.065,38.405,"permanent",0.214132502675056,58.0685424804688,0,"Salmon","score",0,0,4802.07552158991,147.246149441586,FALSE,24,1,TRUE,FALSE,1742,516551.700325012,1679555.58265686,0.000961908017811224,50.6322363052053,39,"Pepaunsau",NA
"692",19.005,38.655,"permanent",0.544208288192749,174.130645751953,0,"Salmon","score",0,0,14065.9588495332,26.8540869786638,TRUE,32,1,TRUE,FALSE,5224,1038431.68157578,6751910.84941483,0.000809932011212856,59.3405888662945,41,"Zeivauga",NA
"693",6.25499999999998,17.335,"permanent",0.684020340442657,229.358581542969,7,"Tusque","sacred",0,0,24311.9626117873,31.2690199080131,TRUE,49,1,TRUE,FALSE,6881,1311748.43107605,7598578.16030121,0.0148448100497092,64.6700505744272,46,"Kochexeix",NA
"694",28.415,21.365,"permanent",0.291090726852417,92.2648162841797,7,"Tusque","sacred",0,0,9473.36707644696,1166.15683021605,FALSE,24,1,TRUE,FALSE,2768,630591.911964417,5151033.85998535,0.000722492721987349,64.8889528859284,47,"Aishingae",NA
"695",12.305,35.305,"permanent",0.491604000329971,165.21028137207,7,"Tusque","sacred",0,0,19831.7227298896,160.683897635327,FALSE,40,1,TRUE,FALSE,4956,1299241.40831757,10505662.4764633,0.00267550574490539,77.9195049065733,41,"Ganvovau",NA
"696",-9.99500000000002,39.425,"permanent",0.500201761722565,161.656280517578,7,"Tusque","sacred",0,0,10288.8572484103,120.142330469925,FALSE,9,1,TRUE,FALSE,4850,1281546.39651489,5230702.30682373,0,50.0196532197824,48,"Faupaxeig",NA
"697",-0.015000000000029,32.995,"permanent",0.467123329639435,158.814926147461,8,"Tusque","sacred",0,0,13410.7523290869,130.744649038044,FALSE,14,1,TRUE,FALSE,4764,947092.928894043,6881355.83296585,0.000933444115045134,48.8113090468013,41,"Hogaumvau",NA
"698",23.595,19.785,"permanent",0.278854042291641,90.3579177856445,9,"Tusque","sacred",0,0,8591.1646653609,1033.67746332852,FALSE,25,1,TRUE,FALSE,2711,619239.431053162,5832935.60136414,0,62.0865575397265,49,"Kaipaingo",NA
"699",36.985,15.705,"permanent",0.636852979660034,220.651718139648,9,"Tusque","sacred",0,0,16843.6746074643,216.94291191328,FALSE,31,1,TRUE,FALSE,6620,1479000.86161804,10050370.832489,0,80.2173570286113,47,"Aevinfai",NA
"700",23.205,9.13499999999999,"permanent",0.829092800617218,261.927612304688,0,"Tusque","confluence",0,1,38894.4260676037,309.840291018443,FALSE,61,1,TRUE,FALSE,7858,1574119.58015442,7780595.14079285,0.146071996585545,233.642790068675,50,"Auwumhu",NA
"701",34.095,22.605,"permanent",0.375754535198212,104.784950256348,0,"Tusque","confluence",0,1,16763.1996825492,682.672972461995,FALSE,30,1,TRUE,FALSE,3144,766926.191619873,4216087.92410278,0.0558649846370761,80.3272340740174,47,"Vinyeiyae",NA
"702",23.525,11.845,"permanent",0.80837607383728,258.188323974609,0,"Tusque","confluence",0,1,45156.9616649157,637.112632084838,FALSE,48,1,TRUE,FALSE,7746,1583760.18959045,10203472.2794495,0.133263189783249,157.746676222405,49,"Rukgokai",NA
"703",3.27499999999996,34.765,"permanent",0.77014034986496,246.545639038086,0,"Tusque","confluence",0,1,41859.8219726164,191.705272876978,FALSE,35,1,TRUE,FALSE,7396,1316165.66172028,8766006.32007599,0.254039159252153,88.8798101674574,41,"Zeiganhau",NA
"704",-11.475,40.155,"permanent",0.570334613323212,173.588638305664,0,"Tusque","confluence",0,1,13609.7823480638,70.0198602182404,FALSE,10,1,TRUE,FALSE,5208,1356898.90649414,6674393.40670776,0.000722492721987349,53.0868681712001,48,"Fneapgau",NA
"705",26.205,12.835,"permanent",0.80295193195343,256.322814941406,0,"Tusque","confluence",0,1,47986.7788623908,838.015321441316,FALSE,46,1,TRUE,FALSE,7690,1585580.99581909,11808680.42276,0.147844519141545,141.05401509636,49,"Rupainkgo",NA
"706",35.505,16.425,"permanent",0.804465413093567,257.465515136719,0,"Tusque","confluence",0,1,32190.9479500157,386.1977079242,FALSE,36,1,TRUE,FALSE,7724,1597862.89880371,6836264.5317688,0.0615185830861322,107.841806678545,47,"Eipeiyaiv",NA
"707",17.745,21.795,"permanent",0.786622047424316,253.501235961914,0,"Tusque","confluence",0,1,30918.8788646009,534.921082447541,FALSE,34,1,TRUE,FALSE,7605,772165.139686584,6185134.61750031,0.287652333701294,69.8190251020753,46,"Kotevae",NA
"708",28.405,10.255,"permanent",0.792038679122925,255.302795410156,0,"Tusque","confluence",0,1,20382.9200055023,749.029807532189,FALSE,61,1,TRUE,FALSE,7659,1576254.88386536,7860538.07673645,0.000857860572176017,145.080068211516,51,"Phillede",NA
"709",15.925,29.275,"permanent",0.802574098110199,256.396514892578,0,"Tusque","score",1,0,25164.8893987326,2.32291856701651,TRUE,60,1,TRUE,FALSE,7692,907816.59147644,5034083.43435669,0.0331882028195137,126.747521267415,41,"Tsazeiho",NA
"710",10.135,32.155,"permanent",0.672411501407623,226.13932800293,0,"Tusque","score",1,0,26383.1647257979,3.18600722044965,TRUE,56,1,TRUE,FALSE,6784,805199.686500549,5277792.12811279,0.248549175158566,71.4476802271019,41,"Ganhonach",NA
"711",26.835,-4.14500000000001,"permanent",0.827593088150024,264.122680664062,0,"Tusque","score",1,0,28572.9715661118,4.32319350438763,TRUE,154,1,TRUE,FALSE,7924,935243.334518433,8397132.70755005,0.014479582281357,97.9804024414349,28,"Fuvsegxa",NA
"712",-1.41500000000002,30.745,"permanent",0.623291850090027,209.273361206055,0,"Tusque","score",1,0,10674.9251710792,0.456225123892945,TRUE,58,1,TRUE,FALSE,6278,460592.741500854,2425939.47486115,0.00208094891270419,48.3165007715579,41,"Nihaugan",NA
"713",10.325,28.995,"permanent",0.615375578403473,208.063735961914,0,"Tusque","score",1,0,4666.43281164864,1.76249729200313,TRUE,54,1,TRUE,FALSE,6242,279488.594161987,933489.777183533,0.00242281909121988,66.8964847100066,41,"Vauzeini",NA
"714",1.39499999999998,31.765,"permanent",0.629028797149658,210.727325439453,0,"Tusque","score",1,0,11547.6647589729,0.453168824220665,TRUE,56,1,TRUE,FALSE,6322,305921.799926758,2420526.3993988,0.00341986966464871,53.2678544918871,41,"Vohovau",NA
"715",1.68499999999997,9.05499999999999,"permanent",0.803525745868683,251.131103515625,0,"Tusque","score",1,0,20398.0268175253,1.49176270812968,TRUE,60,1,TRUE,FALSE,7534,747390.231948853,4080501.08135986,0.0377724078914679,123.299162696394,52,"Tsaiwotso",NA
"716",32.635,37.445,"permanent",0.523782730102539,172.390167236328,0,"Tusque","score",1,0,12765.9354562767,9.62615034628318,TRUE,38,1,TRUE,FALSE,5172,911776.238288879,4100396.15050125,0.00222693384918217,63.6936154151156,40,"Sulaiflu",NA
"717",6.58499999999997,26.045,"permanent",0.649335920810699,220.231536865234,0,"Tusque","score",1,0,10566.4333250767,1.40644079899975,TRUE,50,1,TRUE,FALSE,6607,455933.685874939,2113749.597229,0.0052496183157479,53.5596844967536,41,"Ganvauzei",NA
"718",29.135,38.105,"permanent",0.51473069190979,170.450012207031,0,"Tusque","score",1,0,12834.7762861956,8.45985807241685,TRUE,29,1,TRUE,FALSE,5114,1064030.44104767,7326594.37010193,0.000106170862893071,58.4826156503744,44,"Ghaufut",NA
"719",-3.89500000000002,33.375,"permanent",0.633610606193542,211.492950439453,0,"Tusque","score",1,0,24994.0979115642,1.47467553500153,TRUE,64,1,TRUE,FALSE,6345,788976.132293701,5669254.78418732,0.0866258687430856,41.3956524893815,41,"Vogagig",NA
"720",17.885,5.99499999999999,"permanent",0.657444179058075,223.528564453125,0,"Tusque","score",1,0,24352.4804296889,5.41006858318568,TRUE,80,1,TRUE,FALSE,6706,819458.127761841,7715096.01477051,0.0123811151762755,80.5697232094146,50,"Hunihaini",NA
